epoch,train_loss,val_loss,val_iou,val_dice,learning_rate,test_loss,test_iou,test_dice
1,0.5589594569851141,0.4634673184026842,0.5354995575288067,0.6799530989449957,8.241968953044049e-05,0.4555455619257586,0.5409468407038286,0.682551411995611
2,0.4221458703768058,0.3997039772246195,0.6085298190946165,0.7424815491489742,8.241968953044049e-05,0.39208178077188555,0.6089644620677827,0.7395844890851031
3,0.3616876521560012,0.3848100774314092,0.6289904940387477,0.7559269180764323,8.241968953044049e-05,0.3772179204620305,0.6302376779882224,0.7545032995408028
4,0.3256040938564988,0.3641213505812313,0.6520444187133209,0.7751756232717762,8.241968953044049e-05,0.36495454218284284,0.6482989908921748,0.7689332189563836
5,0.2932755951998663,0.2620224659533604,0.7049665153026581,0.8163373781287152,8.241968953044049e-05,0.26146241741061504,0.6985276703549913,0.8085497993966739
6,0.2678315661481169,0.2592862995098466,0.6845130415066428,0.79681874682074,8.241968953044049e-05,0.26290361812294066,0.6737435515162795,0.7859575463335532
7,0.240991687554805,0.2609422551872937,0.7194306830997053,0.8266663285701171,8.241968953044049e-05,0.26194557503706495,0.7160313959406325,0.8214137483500888
8,0.2229813552293621,0.2333335808437803,0.7278838993414588,0.8316933998595113,8.241968953044049e-05,0.23584036125770283,0.7198594985004341,0.8235095588769078
9,0.200982716117726,0.2118417112075764,0.7441227837749149,0.8432318484005721,8.241968953044049e-05,0.21561463902158418,0.7374668071139375,0.8365602061968793
10,0.1882087793506559,0.2032958089333513,0.7447333394185357,0.8438293972741002,8.241968953044049e-05,0.20525285364025847,0.7425255859765671,0.8408551969103216
11,0.1726850558255539,0.2199779599905014,0.7454605057187702,0.8437986037005549,8.241968953044049e-05,0.2223599377535253,0.7431418217310434,0.8405337165051178
12,0.1619376473006654,0.2263919153939122,0.7457062971332798,0.8441887083260909,8.241968953044049e-05,0.23066941906415528,0.7429202518205806,0.839975452091688
13,0.1485432250822176,0.1988016503012698,0.7562912624815236,0.8509256742570711,8.241968953044049e-05,0.20439499185305585,0.7524788306077191,0.8473405252200896
14,0.1403169191640908,0.2291227200109025,0.7503764966259832,0.8457281732040903,8.241968953044049e-05,0.23488744317218113,0.7435962231258633,0.8387900356961778
15,0.1311464409237025,0.20623472219576,0.7601037569667982,0.8545294766840728,8.241968953044049e-05,0.21423136258310504,0.7539630294918331,0.8476051794439676
16,0.1212224638486494,0.178547491521939,0.768659273567407,0.8612585644359174,8.241968953044049e-05,0.19275662301752475,0.7546387017991635,0.8485891015824001
17,0.1133618845192135,0.1840862503032321,0.7693192123071008,0.859412582024284,8.241968953044049e-05,0.18893965294101836,0.7653316352470723,0.8556295769290659
18,0.1038472831371377,0.1814218341656353,0.773246770967608,0.8639728018771047,8.241968953044049e-05,0.19596203217375796,0.7619251309119573,0.8536871475756217
19,0.0984885661450565,0.1787237499071204,0.7760834169128666,0.8667654064686402,8.241968953044049e-05,0.19265119324477112,0.7655664101937513,0.8574547930906176
20,0.0907629911528259,0.180529113696969,0.7871435705734335,0.8727682103281436,8.241968953044049e-05,0.18922415010186364,0.7804028796350381,0.8661703278759124
21,0.0838516790603028,0.1743141000523515,0.7882596461669259,0.8738178753334543,8.241968953044049e-05,0.1857036685758405,0.7785839311236352,0.8652422249755797
22,0.0825810357928276,0.1973262626029875,0.7749882677327031,0.8636045902967453,8.241968953044049e-05,0.21314173643206927,0.7650512507579801,0.8542402682495429
23,0.0773654849436439,0.1794585527285285,0.7797949333553729,0.8680736986191376,8.241968953044049e-05,0.19338146765896852,0.7683059805646258,0.8577099183691591
24,0.0765046458386006,0.1737939576901819,0.7959736818852632,0.8790225146905236,8.241968953044049e-05,0.18835051405264136,0.7845833953150159,0.8692649996680308
25,0.0669660947178719,0.1845838368424902,0.7834947925546895,0.869567140288975,8.241968953044049e-05,0.19845092296600342,0.7701501250754393,0.8587471487477287
26,0.0642125037972067,0.1818986722956533,0.8015766493652178,0.8827538950287778,8.241968953044049e-05,0.19905594316595224,0.7914679993007969,0.8741516678038914
27,0.057649513553889,0.1877459993019052,0.7899146209592405,0.8750003796556721,8.241968953044049e-05,0.19742050123624108,0.7799974818845704,0.8674683738027745
28,0.0548615267836168,0.1825257320280956,0.8042227146418198,0.8853714297647062,8.241968953044049e-05,0.1980302123899647,0.7929885642799508,0.8762944132601347
29,0.0496275299763093,0.2023400392221367,0.8027534497820813,0.8834844238084295,8.241968953044049e-05,0.22283126355338467,0.7916089405510529,0.8740396630734766
30,0.047482424522521,0.1985339498066383,0.8020331153403157,0.8833800748638485,8.241968953044049e-05,0.21450763390089583,0.7919125497000001,0.874488419815837
31,0.0472284815594798,0.2061128911926694,0.7973433227642722,0.8798488566408986,8.241968953044049e-05,0.21873023219022805,0.788323440565404,0.8718170149835133
32,0.0569164162104735,0.2447501469565474,0.7682673769152683,0.8591844996680384,8.241968953044049e-05,0.262101938343399,0.7560810112894703,0.8482552123966514
33,0.0564924964650732,0.2085734613887641,0.784215698423593,0.8711852249891862,8.241968953044049e-05,0.22598738110611308,0.7755582529018867,0.8629439219722763
34,0.0497790050433307,0.2266107993605344,0.7858326091714527,0.87144475462644,8.241968953044049e-05,0.24075734185227,0.7756007589576485,0.86255889404824
35,0.0485930866638167,0.2118788322676783,0.7911769819000493,0.8760524314382802,8.241968953044049e-05,0.2315515812337155,0.778792526033796,0.8664522857229338
36,0.0493597146734351,0.2095878477329793,0.8013955425956975,0.8830869178409162,8.241968953044049e-05,0.22310076000889303,0.7914778763703996,0.8747471349217906
37,0.0441598336166534,0.2364852656812771,0.7826401934675549,0.8699507356985755,8.241968953044049e-05,0.25759112420670827,0.772013964072077,0.8596226703116666
38,0.0418393737712844,0.2567094868939856,0.7698199580545011,0.8599630043558453,8.241968953044049e-05,0.2697686555925589,0.7635738792618278,0.8548840112795327
39,0.038981254991205,0.2289267396149428,0.7959177332079929,0.8791992644900861,8.241968953044049e-05,0.24205212221950756,0.7894340281299363,0.8737804967169867
40,0.0338973745276204,0.215243568562943,0.8082423300846763,0.8876962169356968,8.241968953044049e-05,0.23592423771310808,0.7963069250909208,0.8779394565696903
41,0.0305315617349792,0.2205781321162762,0.8047488947277484,0.8853324373131213,8.241968953044049e-05,0.2406200333052937,0.7937113401934639,0.876621434850373
42,0.0283935473407389,0.2362595347930556,0.8046697229146957,0.8850943413765534,8.241968953044049e-05,0.25788595072334164,0.7930148368669355,0.8755702063477829
43,0.0291319349475327,0.2372319507210151,0.805029394833938,0.8856639039257298,8.241968953044049e-05,0.2567944809221773,0.7936262847552608,0.8765718677155034
44,0.0273243013128149,0.2301308933807456,0.8046915621861167,0.8855478685835133,8.241968953044049e-05,0.25270004320709993,0.7925972854710951,0.8760554293385316
45,0.025704090834641,0.2359366957908091,0.8055647974428923,0.8862123074738876,8.241968953044049e-05,0.26129451954549976,0.792427882101335,0.8759772918892998
46,0.0246778114042321,0.2416801791152228,0.806446440193964,0.8865612246420073,8.241968953044049e-05,0.26843517716556714,0.7928984992248741,0.8759915741954002
47,0.0237740846350789,0.2485467705713666,0.8063704863838528,0.8863905156436174,8.241968953044049e-05,0.27222341812007855,0.7942956469630181,0.8772547361505685
48,0.0229909502916404,0.2553232712266238,0.8070834382720615,0.8870422010836394,8.241968953044049e-05,0.2806640932136935,0.7949839932257683,0.8776860048024262
49,0.0222307322394163,0.2556482613410639,0.802961228982262,0.8847696982000185,8.241968953044049e-05,0.2777981038646238,0.792467173795084,0.8762379917860615
50,0.0212497546749769,0.2561358770598536,0.8041538848825123,0.8851706865041152,8.241968953044049e-05,0.2848097937865425,0.7911095450573639,0.8751010481977891
51,0.0205541329275144,0.2631726903112038,0.8069811508707379,0.8868639559849448,8.241968953044049e-05,0.2904030907280798,0.7935932086611612,0.8764559212319692
52,0.0203015404280091,0.2779078789703224,0.7873789862446163,0.8739715950644534,8.241968953044049e-05,0.2963344929214393,0.7791583619932609,0.8666458625044866
53,0.061352917863453,0.2394861374860224,0.756135542107665,0.8504050568394039,8.241968953044049e-05,0.2530486207951899,0.7463332801106906,0.8414113765745405
54,0.0527835122202752,0.2373139176355755,0.7791940699452939,0.8682140202625938,8.241968953044049e-05,0.2558165354896352,0.7682010193194704,0.8582014421020876
55,0.0362944495635198,0.2475559794060562,0.7999579692664354,0.8822499857000683,8.241968953044049e-05,0.2691883210120197,0.7894355597207513,0.8734919896695035
56,0.0285978804601997,0.2758392092326413,0.7655753402606301,0.8582643736963687,8.241968953044049e-05,0.2930733807269219,0.7544654554162762,0.8485342885564803
57,0.0252219372138869,0.2689386316291663,0.7825393909993379,0.8712070869362872,8.241968953044049e-05,0.2951760461899655,0.7710814143630782,0.8614126745054006
58,0.0238998366947301,0.2661988584567671,0.8048533175302588,0.8857810244612072,8.241968953044049e-05,0.29065134482898386,0.7938163851190568,0.8768515542015518
59,0.01832312160767,0.2774638441269812,0.8082107733125272,0.8878524782864944,8.241968953044049e-05,0.3051636166389322,0.7963165272383639,0.8782952476113133
